dataset,publication,publishedDate,source,affiliation,subjects,openAlexTopics,openAlexSubfields,openAlexFields,openAlexDomains
https://doi.org/10.6084/m9.figshare.19185674,https://doi.org/10.1186/s13023-022-02205-z,2022-02-16T00:00:00Z,datacite,Fudan University,NA,Myasthenia Gravis and Thymoma; Thyroid and Parathyroid Surgery,Neurology; Surgery,Medicine,Health Sciences
https://doi.org/10.7910/DVN/SE0G0D,https://doi.org/10.1186/s12960-018-0315-7,2018-09-19T00:00:00Z,eupmc,University of Oxford,NA,Mobile Health and mHealth Applications; ICT in Developing Communities; Respiratory viral infections research,General Health Professions; Information Systems; Epidemiology,Health Professions; Computer Science; Medicine,Health Sciences; Physical Sciences
https://doi.org/10.7910/DVN/PMV0TG,https://doi.org/10.1073/pnas.2026382118,2021-09-15T00:00:00Z,eupmc,University of Oxford,social sciences,Vaccine Coverage and Hesitancy; COVID-19 epidemiological studies; SARS-CoV-2 and COVID-19 Research,Health; Modeling and Simulation; Infectious Diseases,Social Sciences; Mathematics; Medicine,Social Sciences; Physical Sciences; Health Sciences
GSE27382,https://doi.org/10.18632/aging.103230,2020-06-16T00:00:00Z,czi,University of Michigan,basic medicine; biological sciences,Hedgehog Signaling Pathway Studies; Nerve injury and regeneration; Wnt/β-catenin signaling in development and cancer,Molecular Biology; Cellular and Molecular Neuroscience,"Biochemistry, Genetics and Molecular Biology; Neuroscience",Life Sciences
https://doi.org/10.6084/m9.figshare.20402389.v1,https://doi.org/10.1080/00031305.2022.2107568,2022-10-07T00:00:00Z,datacite,Fudan University,NA,Statistics Education and Methodologies; Data Analysis with R; Smart Agriculture and AI,Statistics and Probability; Artificial Intelligence; Plant Science,Mathematics; Computer Science; Agricultural and Biological Sciences,Physical Sciences; Life Sciences
https://doi.org/10.5281/zenodo.3538890,https://doi.org/10.1038/s41597-019-0347-4,2020-01-15T00:00:00Z,eupmc,University of Oxford,NA,Human Mobility and Location-Based Analysis; Atmospheric and Environmental Gas Dynamics; Impact of Light on Environment and Health,Transportation; Global and Planetary Change,Social Sciences; Environmental Science,Social Sciences; Physical Sciences
https://doi.org/10.5061/dryad.pp6k7,https://doi.org/10.1098/rsbl.2016.0337,2016-06-01T00:00:00Z,datacite,University of Oxford,NA,"Animal Behavior and Reproduction; Physiological and biochemical adaptations; Genetics, Aging, and Longevity in Model Organisms","Ecology, Evolution, Behavior and Systematics; Ecology; Aging","Agricultural and Biological Sciences; Environmental Science; Biochemistry, Genetics and Molecular Biology",Life Sciences; Physical Sciences
GSE62564,https://doi.org/10.1038/s41467-021-22143-x,2021-03-25T00:00:00Z,czi,Fudan University,basic medicine; biological sciences,"Neuroblastoma Research and Treatments; Ubiquitin and proteasome pathways; Cancer, Hypoxia, and Metabolism",Neurology; Molecular Biology; Cancer Research,"Medicine; Biochemistry, Genetics and Molecular Biology",Health Sciences; Life Sciences
https://doi.org/10.6084/m9.figshare.12852018.v2,https://doi.org/10.1080/21505594.2020.1770491,2020-05-29T00:00:00Z,datacite,Fudan University,NA,Animal Virus Infections Studies; Virus-based gene therapy research; Viral gastroenteritis research and epidemiology,Animal Science and Zoology; Genetics; Infectious Diseases,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Medicine",Life Sciences; Health Sciences
https://doi.org/10.6084/m9.figshare.20255619,https://doi.org/10.1080/15481603.2022.2096184,2022-07-07T00:00:00Z,datacite,Fudan University,sociology,Remote Sensing in Agriculture; Land Use and Ecosystem Services; Remote Sensing and Land Use,Ecology; Global and Planetary Change; Atmospheric Science,Environmental Science; Earth and Planetary Sciences,Physical Sciences
GSE47774,https://doi.org/10.1038/sdata.2014.20,2014-08-26T00:00:00Z,czi,Fudan University,basic medicine; biological sciences,Cancer-related molecular mechanisms research; Genomics and Phylogenetic Studies; Molecular Biology Techniques and Applications,Cancer Research; Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
https://doi.org/10.3886/e114903v1,https://doi.org/10.1257/aer.20181135,2020-05-01T00:00:00Z,datacite,University of Michigan,NA,Media Influence and Politics; Agricultural risk and resilience; Electoral Systems and Political Participation,Sociology and Political Science; Soil Science; Political Science and International Relations,Social Sciences; Agricultural and Biological Sciences,Social Sciences; Life Sciences
https://doi.org/10.1016/j.electstud.2024.102873,https://doi.org/10.14281/18241.1,2024-12-01T00:00:00Z,datacite,University of Michigan,sociology; political science,NA,NA,NA,NA
https://doi.org/10.5061/dryad.8h022,https://doi.org/10.3732/apps.1400006,2014-08-01T00:00:00Z,datacite,University of Michigan,NA,Plant and animal studies; Leaf Properties and Growth Measurement; Plant Water Relations and Carbon Dynamics,"Ecology, Evolution, Behavior and Systematics; Plant Science; Global and Planetary Change",Agricultural and Biological Sciences; Environmental Science,Life Sciences; Physical Sciences
GSE49710,https://doi.org/10.1038/s41598-022-19019-5,2022-09-14T00:00:00Z,czi,Fudan University,biological sciences; basic medicine,"Neuroblastoma Research and Treatments; Cancer, Hypoxia, and Metabolism; Mitochondrial Function and Pathology",Neurology; Cancer Research; Molecular Biology,"Medicine; Biochemistry, Genetics and Molecular Biology",Health Sciences; Life Sciences
https://doi.org/10.3886/icpsr03426,https://doi.org/10.1016/j.socscimed.2018.11.015,2019-05-01T00:00:00Z,datacite,University of Michigan,NA,Health disparities and outcomes; Homelessness and Social Issues; Crime Patterns and Interventions,Health; General Health Professions; Sociology and Political Science,Social Sciences; Health Professions,Social Sciences; Health Sciences
https://doi.org/10.3886/e231517,https://doi.org/10.1001/jama.2024.14353,2024-09-10T00:00:00Z,datacite,University of Michigan,NA,Health disparities and outcomes; Aging and Gerontology Research,Health; Neuropsychology and Physiological Psychology,Social Sciences; Psychology,Social Sciences
https://doi.org/10.6084/m9.figshare.12851426,https://doi.org/10.1080/15548627.2020.1801270,2020-08-11T00:00:00Z,datacite,Fudan University,NA,"Burkholderia infections and melioidosis; Genomics, phytochemicals, and oxidative stress",Epidemiology; Molecular Biology,"Medicine; Biochemistry, Genetics and Molecular Biology",Health Sciences; Life Sciences
https://doi.org/10.3886/icpsr02766,https://doi.org/10.1057/s41300-021-00122-0,2021-06-08T00:00:00Z,datacite,University of Michigan,NA,"Crime Patterns and Interventions; Crime, Illicit Activities, and Governance; Homelessness and Social Issues",Sociology and Political Science; General Health Professions,Social Sciences; Health Professions,Social Sciences; Health Sciences
GSE62564,https://doi.org/10.3390/ijms20010131,2019-01-01T00:00:00Z,czi,Fudan University,basic medicine; biological sciences,Neuroblastoma Research and Treatments; Cell death mechanisms and regulation; Heat shock proteins research,Neurology; Molecular Biology,"Medicine; Biochemistry, Genetics and Molecular Biology",Health Sciences; Life Sciences
https://doi.org/10.3886/e194886v2,https://doi.org/10.1257/aer.20220717,2024-05-01T00:00:00Z,datacite,University of Michigan,NA,"Financial Literacy, Pension, Retirement Analysis; Microfinance and Financial Inclusion; Fiscal Policy and Economic Growth",Accounting; Economics and Econometrics,"Business, Management and Accounting; Economics, Econometrics and Finance",Social Sciences
https://doi.org/10.5061/dryad.kwh70rz1h,https://doi.org/10.1111/desc.12987,2020-06-18T00:00:00Z,datacite,University of Michigan,NA,Child and Animal Learning Development; Action Observation and Synchronization; Primate Behavior and Ecology,Developmental and Educational Psychology; Social Psychology,Psychology,Social Sciences
https://doi.org/10.5061/dryad.kwh70rz1h,https://doi.org/10.1111/desc.12987,2020-06-18T00:00:00Z,datacite,University of Michigan,NA,Child and Animal Learning Development; Action Observation and Synchronization; Primate Behavior and Ecology,Developmental and Educational Psychology; Social Psychology,Psychology,Social Sciences
https://doi.org/10.3886/icpsr08512.v1,https://doi.org/10.1111/ssqu.12387,2017-07-24T00:00:00Z,datacite,University of Michigan,NA,Electoral Systems and Political Participation; Social and Intergroup Psychology; Racial and Ethnic Identity Research,Political Science and International Relations; Sociology and Political Science,Social Sciences,Social Sciences
GSE93538,https://doi.org/10.7554/eLife.37084,2018-05-29T00:00:00Z,czi,University of Oxford,biological sciences; basic medicine,Cancer-related gene regulation; Genomics and Chromatin Dynamics; Epigenetics and DNA Methylation,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
GSE13355,https://doi.org/10.3389/fimmu.2021.773280,2021-11-23T00:00:00Z,czi,University of Michigan,biological sciences; basic medicine,Psoriasis: Treatment and Pathogenesis; Asthma and respiratory diseases; Mast cells and histamine,Immunology; Physiology,Immunology and Microbiology; Medicine,Life Sciences; Health Sciences
GSE49711,https://doi.org/10.3389/fimmu.2022.1055412,2023-01-12T00:00:00Z,czi,Fudan University,biological sciences; basic medicine,Ferroptosis and cancer prognosis; RNA modifications and cancer; Cancer-related molecular mechanisms research,Pulmonary and Respiratory Medicine; Molecular Biology; Cancer Research,"Medicine; Biochemistry, Genetics and Molecular Biology",Health Sciences; Life Sciences
https://doi.org/10.5061/dryad.qz612jmqc,https://doi.org/10.1139/cjfas-2023-0377,2024-12-01T00:00:00Z,datacite,University of Michigan,NA,Physiological and biochemical adaptations,Ecology,Environmental Science,Physical Sciences
https://doi.org/10.6084/m9.figshare.19185683.v1,https://doi.org/10.1186/s13023-022-02205-z,2022-02-16T00:00:00Z,datacite,Fudan University,NA,Myasthenia Gravis and Thymoma; Thyroid and Parathyroid Surgery,Neurology; Surgery,Medicine,Health Sciences
https://doi.org/10.6084/m9.figshare.20154244,https://doi.org/10.1186/s12872-022-02720-8,2022-06-23T00:00:00Z,datacite,Fudan University,sociology,Health Literacy and Information Accessibility; Mobile Health and mHealth Applications; Cardiovascular Health and Risk Factors,General Health Professions; Cardiology and Cardiovascular Medicine,Health Professions; Medicine,Health Sciences
https://doi.org/10.57760/sciencedb.16280,https://doi.org/10.1038/s41467-024-46900-w,2024-03-26T00:00:00Z,eupmc,Fudan University,NA,"Advanced Sensor and Energy Harvesting Materials; Luminescence and Fluorescent Materials; Adhesion, Friction, and Surface Interactions",Biomedical Engineering; Materials Chemistry; Mechanics of Materials,Engineering; Materials Science,Physical Sciences
GSE76890,https://doi.org/10.1016/j.molcel.2016.01.026,2016-02-01T00:00:00Z,czi,University of Oxford,basic medicine; biological sciences,Genomics and Chromatin Dynamics; Microtubule and mitosis dynamics; Chromosomal and Genetic Variations,Molecular Biology; Cell Biology; Plant Science,"Biochemistry, Genetics and Molecular Biology; Agricultural and Biological Sciences",Life Sciences
https://doi.org/10.6084/m9.figshare.21062322,https://doi.org/10.1186/s13059-022-02752-5,2022-09-07T00:00:00Z,datacite,Fudan University,NA,Genetic Neurodegenerative Diseases; Mitochondrial Function and Pathology; Muscle Physiology and Disorders,Cellular and Molecular Neuroscience; Molecular Biology,"Neuroscience; Biochemistry, Genetics and Molecular Biology",Life Sciences
https://doi.org/10.6084/m9.figshare.15253726,https://doi.org/10.1186/s12859-021-04319-w,2021-08-18T00:00:00Z,datacite,Fudan University,NA,Lipid metabolism and biosynthesis; Biofuel production and bioconversion; Microbial Metabolic Engineering and Bioproduction,Biochemistry; Biomedical Engineering; Molecular Biology,"Biochemistry, Genetics and Molecular Biology; Engineering",Life Sciences; Physical Sciences
https://doi.org/10.5061/dryad.nk98sf7vn,https://doi.org/10.1098/rsbl.2022.0016,2022-03-02T00:00:00Z,datacite,University of Michigan,NA,Plant and animal studies; Plant Parasitism and Resistance; Ecology and Vegetation Dynamics Studies,"Ecology, Evolution, Behavior and Systematics; Plant Science; Nature and Landscape Conservation",Agricultural and Biological Sciences; Environmental Science,Life Sciences; Physical Sciences
https://doi.org/10.15468/dcijnc,https://doi.org/10.7717/peerj.8850,2020-04-08T00:00:00Z,eupmc,University of Michigan,NA,Insect and Arachnid Ecology and Behavior; Species Distribution and Climate Change; Plant and animal studies,"Genetics; Ecological Modeling; Ecology, Evolution, Behavior and Systematics","Biochemistry, Genetics and Molecular Biology; Environmental Science; Agricultural and Biological Sciences",Life Sciences; Physical Sciences
https://doi.org/10.3886/icpsr13752,https://doi.org/10.1177/1043986215607253,2015-10-07T00:00:00Z,datacite,University of Michigan,NA,Crime Patterns and Interventions; Racial and Ethnic Identity Research; Criminal Justice and Corrections Analysis,Sociology and Political Science,Social Sciences,Social Sciences
https://doi.org/10.6084/m9.figshare.19673028.v1,https://doi.org/10.1080/21505594.2022.2069390,2022-04-28T00:00:00Z,datacite,Fudan University,NA,Streptococcal Infections and Treatments; Antimicrobial Resistance in Staphylococcus; Infective Endocarditis Diagnosis and Management,"Public Health, Environmental and Occupational Health; Infectious Diseases; Epidemiology",Medicine,Health Sciences
https://doi.org/10.6084/m9.figshare.16935546.v1,https://doi.org/10.1186/s12864-021-08048-5,2021-11-04T00:00:00Z,datacite,Fudan University,NA,Plant Molecular Biology Research; Plant Stress Responses and Tolerance; Light effects on plants,Plant Science,Agricultural and Biological Sciences,Life Sciences
GSE27155,https://doi.org/10.3389/fendo.2021.646793,2021-05-27T00:00:00Z,czi,University of Michigan,biological sciences; basic medicine,Inflammation biomarkers and pathways; Inflammatory Biomarkers in Disease Prognosis; Galectins and Cancer Biology,Immunology; Oncology,Immunology and Microbiology; Medicine,Life Sciences; Health Sciences
